Coords,PGC,Name1,Name2,Name3,logD25,logD25err,RC3PA,logR25,logR25err,OrigCoords,Notes,SemiMajorAxis,SemiMinorAxis,PositionAngle,NEDRedshift
11h45m35.5608s +55d53m12.804s,PGC 36660,NGC 3850,UGC 06733      R,,1.34,0.04,130.0,0.3,0.04,114535.7+555312 N,"OFFSET 1.4 arcsec,",1.094,0.548,130.0,0.003856
11h45m56.6s +50d11m59s,PGC 36686,NGC 3870,UGC 06742      U,MK 0186,1.02,0.08,25.0,0.09,0.03,114556.6+501159 N,,0.524,0.426,25.0,0.002522
11h46m07.6992s +47d29m39.66s,PGC 36699,NGC 3877,UGC 06745      R,IRAS11434+4746,1.74,0.02,35.0,0.63,0.03,1146 7.8+472941 N,"OFFSET 1.7 arcsec,",2.748,0.644,35.0,0.002987
11h47m21.4s +55d43m48s,PGC 36774,,MCG +09-19-182,,,,,,,114721.4+554348,"LOGD25,NOAXIS,NOPA,PANedMed,HANDADJ PA Major Minor,",0.478,0.422,56.0,0.051566
11h47m34.4s +55d58m02s,PGC 36789,NGC 3888,UGC 06765      R,MK 0188,1.24,0.03,120.0,0.13,0.03,114734.4+555802 N,,0.869,0.644,120.0,0.008032
11h47m40.1496s +54d30m53.388s,PGC 36795,,UGC 06766      U,,1.1,0.06,135.0,0.76,0.05,114740.3+543052,"OFFSET 1.9 arcsec,",0.629,0.109,135.0,0.032393
11h48m00.78s +55d45m41.328s,PGC 36805,,MCG +09-19-190,,0.97,0.15,,0.14,0.07,114800.5+554537,"NOPA,OFFSET 4.9 arcsec,PANedMed,",0.467,0.338,60.0,0.051943
11h48m00.4824s +49d48m29.7s,PGC 36825,,UGC 06773      U,,1.21,0.05,168.0,0.29,0.05,114800.6+494830,"OFFSET 1.2 arcsec,",0.811,0.416,168.0,0.003081
11h48m11.3256s +54d59m30.48s,PGC 36836,A 1145+55,UGC 06774      U,,1.31,0.04,155.0,0.91,0.05,114811.5+545929 A,"OFFSET 2.1 arcsec,",1.021,0.126,155.0,0.007955
11h48m38.2s +48d42m39s,PGC 36875,NGC 3893,UGC 06778      R,,1.65,0.02,165.0,0.21,0.03,114838.2+484239 N,,2.233,1.377,165.0,0.003226
11h48m56.4s +48d40m29s,PGC 36897,NGC 3896,UGC 06781      P,,1.15,0.04,125.0,0.15,0.04,114856.4+484029 N,,0.706,0.5,125.0,0.003069
11h49m15.3696s +56d05m03.696s,PGC 36921,NGC 3898,UGC 06787      R,IRAS11465+5621,1.64,0.02,107.0,0.23,0.02,114915.2+560504 N,"OFFSET 1.5 arcsec,",2.183,1.285,107.0,0.003923
11h49m40.5s +48d25m33s,PGC 36953,NGC 3906,UGC 06797      P,IRAS11469+4842,1.27,0.04,,0.05,0.04,114940.5+482533 N,"NOPA,PANedMed,",0.931,0.83,80.0,0.0032
11h50m06.4992s +51d51m21.24s,PGC 36973,A 1147+52,UGC 06802      U,,1.33,0.04,160.0,1.12,0.05,115006.7+515120 A,"OFFSET 2.2 arcsec,",1.069,0.081,160.0,0.00419
11h50m34.7664s +50d31m44.292s,PGC 37022,,UGC 06811      U,,1.04,0.06,9.0,0.43,0.05,115034.8+503143,"OFFSET 1.3 arcsec,",0.548,0.204,9.0,0.023129
11h50m35.3s +50d34m45s,PGC 37023,,UGC 06812      U,,1.16,0.13,54.0,0.59,0.12,115035.3+503445,,0.723,0.186,54.0,0.02275
11h50m38.9s +55d21m13s,PGC 37024,NGC 3913,UGC 06813      P,IRAS11480+5537,1.42,0.02,,0.01,0.03,115038.9+552113 N,"NOPA,PANedMed,",1.315,1.285,40.0,0.003182
11h50m45.5s +51d49m28s,PGC 37036,NGC 3917,UGC 06815      R,IRAS11481+5206,1.71,0.02,77.0,0.61,0.03,115045.5+514928 N,,2.564,0.629,77.0,0.003218
11h50m47.7s +56d27m21.096s,PGC 37037,A 1148+56,UGC 06816      U,DDO 098,1.17,0.05,,0.05,0.05,115047.5+562720 A,"NOPA,OFFSET 2.0 arcsec,NedNoPA,",0.74,0.659,0.0,0.002962
11h50m46.9512s +45d48m25.884s,PGC 37038,,UGC 06818,,1.31,0.04,78.0,0.33,0.05,115047.1+454826,"OFFSET 1.6 arcsec,",1.021,0.477,78.0,0.002696
11h50m51s +55d08m37s,PGC 37047,NGC 3916,UGC 06819      P,IRAS11481+5525,1.2,0.04,45.0,0.57,0.04,115051.0+550837 N,,0.792,0.213,45.0,0.019127
11h51m06.9s +55d04m43s,PGC 37063,NGC 3921,UGC 06823      R,MK 0430,1.33,0.03,20.0,0.21,0.04,1151 6.9+550443 N,,1.069,0.659,20.0,0.019667
11h51m13.4s +50d09m24s,PGC 37072,NGC 3922,UGC 06824      U,,1.24,0.05,38.0,0.36,0.05,115113.4+500924 N,,0.869,0.379,38.0,0.003022
11h51m13.4s +52d00m03s,PGC 37073,NGC 3931,UGC 06825      R,,1.06,0.07,160.0,0.09,0.04,115113.4+520003 N,,0.574,0.467,160.0,0.002792
11h51m22.6848s +53d26m38.94s,PGC 37091,,UGC 06828      U,,1.13,0.05,,0.1,0.05,115122.8+532638,"NOPA,OFFSET 1.4 arcsec,PANedMed,",0.674,0.536,88.0,0.052159
11h51m47.6s +48d40m59s,PGC 37136,NGC 3928,UGC 06834      *,MK 0190,1.18,0.03,,0.0,0.04,115147.6+484059 N,"NOPA,PANedMed,",0.757,0.757,93.0,0.003296
11h51m56.9s +45d44m01s,PGC 37144,A 1149+46,,1ZW 029,,,,,,115156.9+454401 A,"LOGD25,NOAXIS,NOPA,PANedMed,",0.656,0.656,12.0,0.019171
11h52m07.008s +52d06m28.836s,PGC 37164,A 1149+52,UGC 06840      P,DDO 100,1.27,0.06,,0.5,0.06,115207.3+520627 A,"NOPA,OFFSET 3.3 arcsec,NedNoPA,HANDADJ PA,",0.931,0.294,80.0,0.003489
11h52m39.2s +50d02m16s,PGC 37217,,UGC 06849      U,,1.26,0.06,,0.04,0.06,115239.2+500216,"NOPA,PANedMed,",0.91,0.83,47.0,0.003319
11h52m49.4s +44d07m14s,PGC 37229,NGC 3938,UGC 06856      R,IRAS11502+4423,1.73,0.02,37.0,0.04,0.02,115249.4+440714 N,,2.685,2.449,37.0,0.002699
11h53m41.772s +46d12m42.84s,PGC 37289,A 1151+46,MCG +08-22-028,MK 0042,0.74,0.14,,0.09,0.07,115341.4+461239 A,"NOPA,OFFSET 5.4 arcsec,PANedMed,",0.275,0.223,151.0,0.024634
11h53m41.7s +47d51m31s,PGC 37290,NGC 3949,UGC 06869      R,IRAS11510+4808,1.46,0.02,120.0,0.24,0.03,115341.7+475131 N,,1.442,0.83,120.0,0.002669
11h53m49s +52d19m36s,PGC 37306,NGC 3953,UGC 06870      R,,1.84,0.01,13.0,0.3,0.02,115349.0+521936 N,,3.459,1.734,13.0,0.00351
11h55m20.1888s +51d07m35.04s,PGC 37413,A 1152+51,,MK 0192,,,,,,115519.7+510739 A,"LOGD25,NOAXIS,NOPA,OFFSET 6.1 arcsec,PANedMed,",0.656,0.656,158.0,0.011791
11h55m23.4888s +54d39m26.424s,PGC 37418,,UGC 06894      U,KUG 1152+549,1.15,0.04,89.0,0.78,0.04,115523.4+543925,"OFFSET 1.6 arcsec,",0.706,0.117,89.0,0.002831
11h55m31.3896s +54d52m00.444s,PGC 37430,A 1152+55B,MCG +09-20-030 P,,0.74,0.14,,0.28,0.07,115531.5+545200 A,"NOPA,OFFSET 1.1 arcsec,PANedMed,",0.275,0.144,61.0,0.049602
11h55m31.6704s +54d53m56.112s,PGC 37442,A 1152+55A,MCG +09-20-031 P,,0.82,0.19,,0.27,0.07,115531.8+545456 A,"NOPA,OFFSET 59.9 arcsec,PANedMed,",0.33,0.177,3.0,0.051636
11h55m45.1s +55d19m14s,PGC 37466,NGC 3972,UGC 06904      R,IRAS11531+5535,1.59,0.02,120.0,0.56,0.03,115545.1+551914 N,,1.945,0.536,120.0,0.002843
11h56m07.2s +55d23m26s,PGC 37497,NGC 3977,UGC 06909      R,,1.23,0.04,,0.04,0.04,1156 7.2+552326 N,"NOPA,PANedMed,",0.849,0.774,176.0,0.01937
11h56m28.1s +55d07m30s,PGC 37520,NGC 3982,UGC 06918      R,IRAS11538+5524,1.37,0.02,178.0,0.06,0.03,115628.1+550730 N,,1.172,1.021,178.0,0.003699
11h56m26.5152s +50d25m43.248s,PGC 37525,,UGC 06917      U,,1.55,0.04,130.0,0.24,0.06,115628.8+502543,"OFFSET 21.8 arcsec,",1.774,1.021,130.0,0.003038
11h56m37.5096s +55d37m59.484s,PGC 37532,A 1154+55,UGC 06919      U,,1.16,0.05,87.0,0.54,0.05,115637.8+553757 A,"OFFSET 3.5 arcsec,",0.723,0.208,87.0,0.00428
11h56m42.1s +48d20m03s,PGC 37542,NGC 3985,UGC 06921      R,ARAK 334,1.11,0.04,73.0,0.19,0.03,115642.1+482003 N,,0.644,0.416,73.0,0.003163
11h56m52.1496s +50d49m01.2s,PGC 37550,,UGC 06922,,1.19,0.03,,0.09,0.03,115652.3+504901,"NOPA,OFFSET 1.4 arcsec,PANedMed,",0.774,0.629,63.0,0.002925
11h56m49.4304s +53d09m37.296s,PGC 37553,,UGC 06923      U,KUG 1154+534,1.3,0.03,175.0,0.38,0.04,115649.8+530936,"OFFSET 3.6 arcsec,",0.998,0.416,175.0,0.003556
11h57m17.3496s +49d16m59.088s,PGC 37584,A 1154+49,UGC 06930      U,,1.64,0.03,,0.2,0.06,115717.4+491658 A,"NOPA,OFFSET 1.2 arcsec,PANedMed,",2.183,1.377,36.0,0.002592
11h57m36s +53d22m29s,PGC 37617,NGC 3992,UGC 06937      R,IRAS11549+5339,1.88,0.01,68.0,0.21,0.02,115736.0+532229 N,,3.793,2.339,68.0,0.003496
11h57m35.6s +55d27m31s,PGC 37618,NGC 3990,UGC 06938      R,,1.15,0.03,40.0,0.24,0.03,115735.6+552731 N,,0.706,0.406,40.0,0.002322
11h57m47.5848s +53d14m04.128s,PGC 37621,,UGC 06940,,1.0,0.06,136.0,0.79,0.05,115747.8+531403,"OFFSET 2.2 arcsec,",0.5,0.081,136.0,0.003729
11h57m56.1s +55d27m12s,PGC 37642,NGC 3998,UGC 06946      R,,1.43,0.03,140.0,0.08,0.04,115756.1+552712 N,,1.346,1.119,140.0,0.003496
11h58m25.5984s +50d55m01.164s,PGC 37682,A 1155+51,UGC 06956      P,DDO 102,1.35,0.05,,0.03,0.03,115826.0+505503 A,"NOPA,OFFSET 4.2 arcsec,PANedMed,",1.119,1.045,35.0,0.003059
11h58m31.38s +43d56m47.688s,PGC 37691,NGC 4013,UGC 06963      R,IRAS11559+4413,1.72,0.02,66.0,0.71,0.03,115831.3+435651 N,"OFFSET 3.4 arcsec,",2.624,0.512,66.0,0.002773
11h58m37.8888s +47d15m41.4s,PGC 37697,NGC 4010,UGC 06964      P,,1.63,0.02,66.0,0.73,0.03,115837.5+471538 N,"OFFSET 5.2 arcsec,",2.133,0.397,66.0,0.003008
11h58m47.6352s +53d25m29.1s,PGC 37700,A 1156+53,UGC 06969      U,,1.21,0.05,152.0,0.5,0.05,115847.6+532528 A,"OFFSET 1.1 arcsec,",0.811,0.256,152.0,0.003716
11h58m53.2728s +45d44m04.056s,PGC 37722,,UGCA 259       U,,1.04,0.18,,0.09,0.18,115852.7+454353,"NOPA,OFFSET 12.6 arcsec,NedNoPA,",0.548,0.446,0.0,0.003849
11h58m58.9968s +54d14m20.544s,PGC 37728,,MCG +09-20-049,MK 0433,0.8,0.07,,0.04,0.06,115858.8+541412,"NOPA,OFFSET 8.7 arcsec,PANedMed,",0.315,0.288,95.0,0.011888
11h59m09.2808s +52d42m27s,PGC 37735,A 1156+52,UGC 06983      U,,1.54,0.03,85.0,0.16,0.03,115909.4+524226 A,"OFFSET 1.5 arcsec,",1.734,1.199,85.0,0.003609
11h59m25.1904s +50d57m42.084s,PGC 37760,NGC 4026,UGC 06985      R,,1.72,0.03,178.0,0.61,0.03,115925.1+505741 N,"OFFSET 1.4 arcsec,",2.624,0.644,178.0,0.003286
11h59m51.7104s +55d39m55.188s,PGC 37809,,UGC 06988      U,,1.11,0.05,134.0,0.54,0.05,115951.9+553954,"OFFSET 2.0 arcsec,",0.644,0.186,134.0,0.002403
12h00m18.9s +50d39m09s,PGC 37832,,UGC 06992      U,,1.13,0.05,63.0,0.34,0.05,120018.9+503909,,0.674,0.308,63.0,0.002508
12h01m01.2288s +49d54m46.116s,PGC 37893,,UGC 06999      U,,1.02,0.06,28.0,0.41,0.05,120101.4+495447,"OFFSET 1.9 arcsec,",0.524,0.204,28.0,0.0031
12h02m50.7s +48d38m10s,PGC 38042,NGC 4047,UGC 07025      R,IRAS12002+4854,1.2,0.04,105.0,0.07,0.03,120250.7+483810 N,,0.792,0.674,105.0,0.011375
12h03m07.116s +51d40m30.576s,PGC 38065,,MCG +09-20-071,HICK 060A,,,,,,120307.3+514031,"LOGD25,NOAXIS,NOPA,OFFSET 1.8 arcsec,PANedMed,",0.656,0.656,62.0,0.063401
12h03m09.6s +44d31m52s,PGC 38068,NGC 4051,UGC 07030      R,IRAS12005+4448,1.72,0.02,135.0,0.13,0.02,1203 9.6+443152 N,,2.624,1.945,135.0,0.002336
12h04m00.2s +49d06m45s,PGC 38143,,UGC 07046      U,,1.06,0.06,5.0,0.69,0.05,120400.2+490645,,0.574,0.117,5.0,0.018389
12h04m00.7776s +52d35m17.772s,PGC 38148,NGC 4068,UGC 07047      P,,1.52,0.03,30.0,0.28,0.04,120402.9+523530 N,"OFFSET 22.9 arcsec,",1.656,0.869,30.0,0.0007
12h05m22.7s +50d21m10s,PGC 38283,NGC 4085,UGC 07075      R,IRAS12028+5037,1.45,0.02,78.0,0.55,0.02,120522.7+502110 N,,1.409,0.397,78.0,0.002487
12h05m32.2s +51d30m16s,PGC 38295,,UGC 07082      U,,1.16,0.05,53.0,0.35,0.05,120532.2+513016,,0.723,0.323,53.0,0.02867
12h05m34.2s +50d32m21s,PGC 38302,NGC 4088,UGC 07081      R,ARP 018,1.76,0.02,43.0,0.41,0.02,120534.2+503221 N,,2.877,1.119,43.0,0.002524
12h06m01.1s +47d28m42s,PGC 38361,NGC 4096,UGC 07090      R,,1.82,0.02,20.0,0.57,0.02,1206 1.1+472842 N,,3.303,0.889,20.0,0.001888
12h06m08.5s +49d34m57s,PGC 38370,NGC 4100,UGC 07095      R,IRAS12036+4951,1.73,0.02,167.0,0.48,0.03,1206 8.5+493457 N,,2.685,0.889,167.0,0.003584
12h06m23s +52d42m40s,PGC 38392,NGC 4102,UGC 07096      R,IRAS12038+5259,1.48,0.03,38.0,0.24,0.03,120623.0+524240 N,,1.51,0.869,38.0,0.002823
12h09m08.8s +44d00m11s,PGC 38601,NGC 4135,MCG +07-25-032 P,,0.94,0.09,,0.13,0.06,1209 8.8+440011 N,"NOPA,PANedMed,",0.435,0.323,103.0,0.03758
12h09m14.112s +47d03m30.132s,PGC 38613,A 1206+47,MCG +08-22-073 P,MK 0198,0.9,0.17,,0.0,0.07,120914.5+470326 A,"NOPA,OFFSET 5.7 arcsec,PANedMed,",0.397,0.397,86.0,0.02422
12h09m17.5s +44d05m24s,PGC 38619,NGC 4137,UGC 07135b     P,VV 454,1.03,0.08,100.0,0.17,0.07,120917.5+440524 N,,0.536,0.362,100.0,0.037334
12h09m30.2s +53d06m17s,PGC 38645,NGC 4142,UGC 07140      P,,1.34,0.04,175.0,0.27,0.04,120930.2+530617 N,,1.094,0.587,175.0,0.003859
12h09m58.6008s +46d27m25.812s,PGC 38688,NGC 4144,UGC 07151      R,IRAS12074+4644,1.78,0.02,104.0,0.66,0.03,120958.5+462726 N,"OFFSET 1.1 arcsec,",3.013,0.659,104.0,0.000884
12h10m10.7688s +49d17m09.6s,PGC 38690,,UGC 07155      U,,1.02,0.06,40.0,0.31,0.05,121010.9+491709,"OFFSET 1.4 arcsec,",0.524,0.256,40.0,0.057358
12h10m55.7592s +50d17m18.132s,PGC 38781,A 1208+50,UGC 07176      P,DDO 111,1.16,0.07,80.0,0.49,0.06,121055.2+501715 A,"OFFSET 6.2 arcsec,",0.723,0.234,80.0,0.002962
12h11m04.4s +50d29m05s,PGC 38795,NGC 4157,UGC 07183      R,IRAS12085+5045,1.83,0.02,66.0,0.7,0.03,1211 4.4+502905 N,,3.38,0.674,66.0,0.002583
12h11m22.6608s +48d32m02.652s,PGC 38824,A 1208+48,,MK 0200,,,,,,121122.6+483153 A,"LOGD25,NOAXIS,NOPA,OFFSET 9.7 arcsec,PANedMed,",0.656,0.656,129.0,0.014615
12h12m14.9s +56d10m39s,PGC 38887,NGC 4172,UGC 07205,,1.11,0.05,,0.07,0.05,121214.9+561039 N,"NOPA,PANedMed,",0.644,0.548,4.0,0.030935
12h12m49.9s +46d46m23s,PGC 38948,,MCG +08-22-084,,0.82,0.13,,0.0,0.07,121249.9+464623,"NOPA,PANedMed,",0.33,0.33,43.0,0.024193
12h12m56.5248s +52d15m55.332s,PGC 38951,,UGC 07218      U,VV 497,1.11,0.05,170.0,0.29,0.05,121258.1+521549,"OFFSET 15.8 arcsec,",0.644,0.33,170.0,0.002568
12h13m29.3s +50d44m29s,PGC 39004,NGC 4187,UGC 07229      U,,1.1,0.1,145.0,0.1,0.05,121329.3+504429 N,,0.629,0.5,145.0,0.030481
12h14m09.4704s +54d31m36.588s,PGC 39068,NGC 4194,UGC 07241      R,MK 0201,1.26,0.03,,0.22,0.04,1214 9.6+543135 N,"NOPA,OFFSET 1.9 arcsec,PANedMed,",0.91,0.548,117.0,0.008342
12h14m22.1s +56d00m41s,PGC 39090,NGC 4198,UGC 07246      U,,1.02,0.06,130.0,0.24,0.05,121422.1+560041 N,,0.524,0.301,130.0,0.031178
12h15m23.6496s +51d20m59.604s,PGC 39191,,UGC 07267      U,,1.32,0.04,53.0,0.42,0.05,121523.6+512058,"OFFSET 1.7 arcsec,",1.045,0.397,53.0,0.001574
12h15m32.1504s +51d54m47.196s,PGC 39203,,UGC 07272      U,,1.04,0.06,63.0,0.88,0.05,121532.1+515446,"OFFSET 1.3 arcsec,",0.548,0.072,63.0,0.013474
12h15m46.4112s +48d07m50.988s,PGC 39237,NGC 4218,UGC 07283      P,ARAK 353,1.07,0.05,142.0,0.22,0.04,121546.2+480752 N,"OFFSET 2.3 arcsec,",0.587,0.354,142.0,0.002435
12h15m50.9s +47d05m30s,PGC 39241,NGC 4217,UGC 07282      R,,1.72,0.02,50.0,0.53,0.02,121550.9+470530 N,,2.624,0.774,50.0,0.003426
12h16m11.7s +47d52m59s,PGC 39285,NGC 4220,UGC 07290      R,IRAS12137+4809,1.59,0.03,141.0,0.45,0.03,121611.7+475259 N,,1.945,0.69,141.0,0.003049
12h16m26.3s +47d01m31s,PGC 39312,NGC 4226,UGC 07297      P,,1.11,0.04,127.0,0.34,0.04,121626.3+470131 N,,0.644,0.294,127.0,0.02422
12h16m30.1008s +52d13m39s,PGC 39316,,UGC 07298      U,,1.1,0.07,140.0,0.33,0.06,121630.1+521342,"OFFSET 3.0 arcsec,",0.629,0.294,140.0,0.000577
12h16m42.0792s +46d04m43.608s,PGC 39344,,UGC 07301      U,,1.26,0.04,82.0,0.88,0.05,121642.5+460443,"OFFSET 4.4 arcsec,",0.91,0.12,82.0,0.002301
12h16m49s +47d26m19s,PGC 39353,NGC 4232,UGC 07303      P,IRAS12143+4743,1.14,0.04,155.0,0.27,0.04,121649.0+472619 N,,0.69,0.371,155.0,0.024202
12h16m48.9s +47d27m26s,PGC 39354,NGC 4231,UGC 07304      P,,1.08,0.05,,0.04,0.03,121648.9+472726 N,"NOPA,PANedMed,",0.601,0.548,7.0,0.024687
12h17m28.656s +46d49m39s,PGC 39418,,UGC 07325      U,,1.1,0.06,145.0,0.44,0.05,121728.7+464938,"OFFSET 1.1 arcsec,",0.629,0.229,145.0,0.02345
12h17m30.1s +45d37m10s,PGC 39423,NGC 4242,UGC 07323      R,,1.7,0.02,25.0,0.12,0.03,121730.1+453710 N,,2.506,1.901,25.0,0.001688
12h17m49.8s +47d24m33s,PGC 39461,NGC 4248,UGC 07335      R,,1.48,0.02,108.0,0.44,0.03,121749.8+472433 N,,1.51,0.548,108.0,0.001614
12h18m12.1008s +44d09m56.016s,PGC 39506,A 1215+44,UGC 07340b,MK 0203,0.85,0.12,,0.2,0.07,121813.0+441022 A,"NOPA,OFFSET 27.7 arcsec,NedNoPA,HANDADJ Major Minor,",1.0,1.0,0.0,0.024687
12h18m57.5s +47d18m14s,PGC 39600,NGC 4258,UGC 07353      R,VV 448,2.27,0.01,150.0,0.41,0.02,121857.5+471814 N,,9.31,3.622,150.0,0.001494
12h19m09.10s +47d05m23.0s,PGC 39615,,UGC 07356      U,,0.96,0.09,,0.03,0.06,121909.2+470522,"NOPA,OFFSET 5.8 arcsec,NedNoPA,HANDADJ Coords,",0.456,0.426,0.0,0.000907
12h19m12.2328s +49d21m16.776s,PGC 39635,,UGC 07358      U,IRAS12167+4937,1.2,0.05,37.0,0.49,0.05,121912.3+492116,"OFFSET 1.0 arcsec,",0.792,0.256,37.0,0.012163
12h19m32.088s +49d48m56.7s,PGC 39680,,UGC 07367      U,,1.14,0.05,93.0,0.29,0.05,121932.2+494856,"OFFSET 1.3 arcsec,",0.69,0.354,93.0,0.013696
12h19m43.2672s +53d03m33.804s,PGC 39704,,UGC 07379      U,,1.02,0.06,5.0,0.2,0.05,121943.4+530333,"OFFSET 1.4 arcsec,",0.524,0.33,5.0,0.011412
12h20m17.4912s +48d08m15.612s,PGC 39785,,UGC 07392      U,,1.06,0.06,5.0,0.86,0.05,122017.6+480813,"OFFSET 2.8 arcsec,",0.574,0.079,5.0,0.002657
12h20m38.1s +46d17m30s,PGC 39840,NGC 4288,UGC 07399      P,DDO 119,1.33,0.03,130.0,0.12,0.04,122038.1+461730 N,,1.069,0.811,130.0,0.001734
12h20m48.5s +47d49m33s,PGC 39864,,UGC 07401      U,,1.02,0.06,25.0,0.23,0.05,122048.5+474933,,0.524,0.308,25.0,0.002541
12h21m15.0096s +45d48m40.824s,PGC 39918,A 1218+46,UGC 07408      U,DDO 120,1.42,0.05,100.0,0.34,0.06,122115.3+454842 A,"OFFSET 3.3 arcsec,",1.315,0.601,100.0,0.001541
12h22m23.8224s +45d03m30.024s,PGC 40078,,UGC 07444      U,,1.11,0.05,44.0,0.4,0.05,122223.9+450329,"OFFSET 1.3 arcsec,",0.644,0.256,44.0,0.024769
12h23m28s +46d59m37s,PGC 40228,NGC 4346,UGC 07463      R,,1.52,0.03,99.0,0.42,0.03,122328.0+465937 N,,1.656,0.629,99.0,0.002775
12h23m58.9s +48d46m46s,PGC 40296,NGC 4357,UGC 07478      U,,1.56,0.02,77.0,0.45,0.04,122358.9+484646 N,,1.815,0.644,77.0,0.01375
12h25m12s +54d30m22s,PGC 40475,NGC 4384,UGC 07506      U,MK 0207,1.11,0.05,90.0,0.11,0.05,122512.0+543022 N,,0.644,0.5,90.0,0.008382
12h25m35.1s +45d41m04.812s,PGC 40537,NGC 4389,UGC 07514      P,,1.42,0.03,105.0,0.29,0.03,122535.2+454104 N,"OFFSET 1.3 arcsec,",1.315,0.674,105.0,0.002396
12h25m53.8152s +45d16m53.328s,PGC 40605,,UGC 07525      U,,1.04,0.06,25.0,0.09,0.05,122554.0+451653,"OFFSET 2.0 arcsec,",0.548,0.446,25.0,0.024882
12h26m02.3s +45d53m31s,PGC 40632,,UGC 07530      U,,1.02,0.06,10.0,0.6,0.05,122602.3+455331,,0.524,0.132,10.0,0.023654
12h26m15.9216s +48d29m36.636s,PGC 40665,A 1223+48,MCG +08-23-035,MK 0209,0.92,0.08,,0.14,0.06,122616.1+482931 A,"NOPA,OFFSET 5.9 arcsec,PANedMed,",0.416,0.301,78.0,0.000937
12h26m56.7408s +48d16m37.092s,PGC 40771,A 1224+48,UGC 07560      R,MK 0210,0.95,0.07,,0.03,0.05,122656.9+481636 A,"NOPA,OFFSET 1.9 arcsec,PANedMed,",0.446,0.416,65.0,0.026315
12h27m47.9976s +50d23m16.332s,PGC 40918,,UGC 07582      U,,1.04,0.06,177.0,0.43,0.05,122748.2+502315,"OFFSET 2.3 arcsec,",0.548,0.204,177.0,0.040028
12h28m11.1s +44d05m37s,PGC 40973,NGC 4449,UGC 07592      R,,1.79,0.01,45.0,0.15,0.02,122811.1+440537 N,,3.083,2.183,45.0,0.00069
12h28m15.2352s +44d27m11.304s,PGC 40986,A 1225+44,UGC 07593a+b,,0.94,0.11,,0.47,0.07,122814.8+442711 A,"NOPA,OFFSET 4.7 arcsec,NedNoPA,HANDADJ Major Minor,",0.75,0.75,0.0,0.022893
12h28m45.6s +44d51m51s,PGC 41069,NGC 4460,UGC 07611      R,,1.6,0.03,40.0,0.53,0.03,122845.6+445151 N,,1.991,0.587,40.0,0.001634
12h29m06.24s +44d39m18.9s,PGC 41119,,UGC 07617      U,,1.39,0.04,68.0,1.0,0.05,122906.4+443919,"OFFSET 1.7 arcsec,",1.227,0.123,68.0,0.023179
12h29m53.4s +47d31m51.996s,PGC 41239,,UGC 07639      U,,1.36,0.05,153.0,0.15,0.06,122953.3+473152,"OFFSET 1.0 arcsec,",1.145,0.811,153.0,0.001274
12h31m06.7776s +52d24m51.66s,PGC 41400,,UGC 07661      U,,1.09,0.06,50.0,0.31,0.05,123107.0+522451,"OFFSET 2.1 arcsec,",0.615,0.301,50.0,0.040091
12h31m51.828s +52d24m02.34s,PGC 41513,,MCG +09-21-011,,0.94,0.11,,0.05,0.07,123152.0+522400,"NOPA,OFFSET 2.8 arcsec,PANedMed,",0.435,0.388,118.0,0.02223
12h32m34.7544s +45d46m03.576s,PGC 41591,A 1230+46,MCG +08-23-052,MK 0215,0.52,0.2,,0.0,0.07,123235.1+454601 A,"NOPA,OFFSET 4.4 arcsec,PANedMed,",0.166,0.166,136.0,0.019973
12h33m13.3s +51d46m34s,PGC 41679,A 1230+52,,MK 0216,,,,,,123313.3+514634 A,"LOGD25,NOAXIS,NOPA,PANedMed,",0.656,0.656,41.0,0.033475
12h33m45s +52d15m17s,PGC 41739,IC 0801,UGC 07717      U,,1.08,0.06,55.0,0.08,0.05,123345.0+521517 I,,0.601,0.5,55.0,0.022035
12h34m46.7832s +47d45m32.148s,PGC 41869,A 1232+48,MCG +08-23-061,1ZW 039,,,,,,123446.8+474531 A,"LOGD25,NOAXIS,NOPA,OFFSET 1.2 arcsec,PANedMed,",0.656,0.656,84.0,0.031222
12h36m00.1s +54d13m15s,PGC 42007,NGC 4566,UGC 07769      R,,1.1,0.04,80.0,0.15,0.04,1236 0.1+541315 N,,0.629,0.446,80.0,0.017849
12h38m37.26s +55d55m32.592s,PGC 42259,A 1236+56,UGCA 291       R,MK 0219,0.54,0.19,,0.3,0.09,123836.5+555538 A,"NOPA,OFFSET 8.4 arcsec,PANedMed,",0.173,0.087,169.0,0.010729
12h39m33.6024s +47d37m23.772s,PGC 42362,,UGC 07823      U,,1.02,0.06,75.0,0.4,0.05,123933.7+473722,"OFFSET 2.0 arcsec,",0.524,0.208,75.0,0.024254
12h39m38.9328s +44d49m14.448s,PGC 42380,,UGC 07827      U,,1.09,0.06,122.0,0.23,0.05,123939.0+444913,"OFFSET 1.6 arcsec,",0.615,0.362,122.0,0.001848
12h41m05.9s +50d23m36s,PGC 42530,NGC 4617,UGC 07847      U,,1.47,0.03,179.0,0.74,0.04,1241 5.9+502336 N,,1.476,0.269,179.0,0.015527
12h42m42.7s +55d08m43s,PGC 42708,NGC 4644,UGC 07887      U,,1.21,0.06,53.0,0.51,0.06,124242.7+550843 N,,0.811,0.251,53.0,0.016501
12h42m52.6512s +55d08m44.916s,PGC 42725,,MCG +09-21-032,,1.04,0.09,47.0,0.78,0.07,124252.8+550843,"OFFSET 2.3 arcsec,HANDADJ PA,",0.548,0.091,137.0,0.016039
