Coords,PGC,Name1,Name2,Name3,RevHubble,BT,logD25,logD25err,RC3PositionAngle,logR25,logR25err,OrigCoords,Notes,SemiMajorAxis,PositionAngle,SemiMinorAxis
15h25m16.4496s +53d24m25.2s,PGC 55047,,UGC 09849      U,,.S..6*.,,1.23,.05,82,.65,.05,152516.6+532425,"OFFSET 1.360 arcsec,",0.8491218262308722,82.0,0.19009469816028057
15h25m46.7112s +52d26m40.992s,PGC 55065,,UGC 09853      U,IRAS15243+5237,.S..3..,,1.36,.03,93,.76,.04,152546.8+522642,"OFFSET 1.294 arcsec,",1.1454338263838868,93.0,0.19905358527674866
15h25m46.5s +48d29m28s,PGC 55066,,UGC 09850      U,,.SBS3..,,1.11,.05,93,.48,.05,152546.5+482928,,0.6441247758465671,93.0,0.2132897594007964
15h28m04.1904s +55d32m44.916s,PGC 55169,A 1526+55,MCG +09-25-054,MK 0482,,,.89,.11,,.24,.07,152803.8+553231 A,"NOPA,OFFSET 14.305 arcsec,PANedMedian,",0.38812355831434586,0.0,0.22334179607548155
15h30m44.4s +47d19m08.184s,PGC 55273,,UGC 09880      U,,.I..9*.,,1.04,.15,,.13,.12,153044.5+471908,"NOPA,OFFSET 1.033 arcsec,PANedMedian,",0.5482390980715925,140.0,0.4064152580820497
15h30m57.3312s +54d41m30.624s,PGC 55283,,CGCG 274-046,MK 0484,,,,,,,,153056.4+544118,"LOGD25,NOPA,NOAXIS,OFFSET 14.985 arcsec,PANedMedian,",0.6560999495096017,35.0,0.6560999495096017
15h31m48.5136s +51d46m04.62s,PGC 55320,A 1530+51,,MK 0485,,,,,,,,153147.7+514554 A,"LOGD25,NOPA,NOAXIS,OFFSET 13.032 arcsec,PANedMedian,",0.6560999495096017,14.0,0.6560999495096017
15h32m57.2808s +46d27m09.504s,PGC 55381,A 1531+46,UGC 09893      R,1ZW 115,.P.....,,1.06,.05,42,.46,.04,153257.1+462707 A,"OFFSET 3.124 arcsec,",0.5740768107484414,42.0,0.19905358527674866
15h35m36.9s +56d27m42s,PGC 55529,NGC 5971,UGC 09929      U,,.S..1..,,1.20,.05,136,.45,.05,153536.9+562742 N,,0.7924465962305567,136.0,0.28117066259517454
15h35m45.828s +44d50m05.244s,PGC 55539,,UGC 09924,IRAS15341+4459,.SB?...,,.86,.10,,.05,.06,153545.9+445007,"NOPA,OFFSET 1.916 arcsec,PANedMedian,",0.362217980037495,95.0,0.32282711451732776
15h36m38.3616s +54d33m33.192s,PGC 55595,A 1535+54,,MK 0486,,,,,,,,153639.2+543315 A,"LOGD25,NOPA,NOAXIS,OFFSET 19.599 arcsec,PANedMedian,",0.6560999495096017,137.0,0.6560999495096017
15h36m44.9904s +44d14m12.588s,PGC 55607,A 1535+44,UGC 09936      U,DDO 200,.S..9..,14.9,1.17,.05,165,.26,.05,153645.1+441413 A,"OFFSET 1.248 arcsec,",0.7395541940841036,165.0,0.40641525808204954
15h37m04.1904s +55d15m48.24s,PGC 55616,A 1535+55,UGCA 410,MK 0487,,15.45,.40,.24,,.06,.09,153704.0+551547 A,"NOPA,OFFSET 2.046 arcsec,PANedMedian,",0.125594321575479,170.0,0.10938808119747762
15h40m06.7296s +51d06m49.176s,PGC 55756,,UGC 09970      U,,.S..6*.,,1.08,.06,0,.82,.05,154006.8+510648,"OFFSET 1.350 arcsec,",0.6011322173087066,0.0,0.0909850429304992
15h41m47.28s +45d33m21.708s,PGC 55811,,UGC 09981      U,,.L...*.,,1.02,.08,105,.46,.03,154147.5+453323,"OFFSET 2.647 arcsec,",0.5235642740254498,105.0,0.1815390273850507
15h43m11.6s +47d45m13s,PGC 55864,,UGC 09995      U,,.S..2..,,1.00,.06,132,.29,.05,154311.6+474513,,0.5,132.0,0.25643069199568247
15h44m25.5672s +55d39m54.9s,PGC 55916,,UGC 10013      U,,.SB.2*.,,.99,.06,12,.27,.05,154425.7+553954,"OFFSET 1.440 arcsec,",0.48861861047790534,12.0,0.26240373012488627
15h44m45.7008s +46d04m41.088s,PGC 55927,,UGC 10010      U,,.I..9*.,,1.17,.05,5,.35,.05,154446.0+460446,"OFFSET 5.815 arcsec,",0.7395541940841036,5.0,0.330346724003798
15h46m30.7152s +45d59m53.844s,PGC 56006,A 1544+46,CGCG 250-010,MK 0490,,,,,,,,154630.4+455953 A,"LOGD25,NOPA,NOAXIS,OFFSET 3.391 arcsec,PANedMedian,",0.6560999495096017,129.0,0.6560999495096017
15h51m12.8712s +47d15m17.64s,PGC 56207,,UGC 10070,IRAS15496+4724,.S?....,13.98,1.11,.05,120,.22,.05,155113.0+471518,"OFFSET 1.360 arcsec,",0.6441247758465671,120.0,0.388123558314346
15h55m19.548s +45d25m39.864s,PGC 56386,,UGC 10095      U,,.I..9..,,1.09,.07,154,.33,.06,155519.4+452538,"OFFSET 2.429 arcsec,",0.6151343854061909,154.0,0.2877199686685785
15h55m43.2552s +47d52m02.208s,PGC 56398,,UGC 10097      U,,.L.....,,1.11,.16,130,.07,.08,155543.3+475201,"OFFSET 1.289 arcsec,",0.6441247758465671,130.0,0.5482390980715927
15h56m07.7s +48d05m35s,PGC 56420,,CGCG 250-023,,,,.56,.15,,.20,.06,155607.7+480535,"NOPA,PANedMedian,",0.1815390273850507,79.0,0.11454338263838867
15h56m43.3s +48d05m42s,PGC 56450,IC 1152,UGC 10103      U,,.E.....,,1.09,.10,,.00,.05,155643.3+480542 I,"NOPA,PANedMedian,",0.6151343854061909,28.0,0.6151343854061909
15h57m03s +48d10m06s,PGC 56462,IC 1153,UGC 10107      U,,.L.....,,1.08,.09,,.04,.04,1557 3.0+481006 I,"NOPA,PANedMedian,",0.6011322173087066,164.0,0.5482390980715925
15h57m09.3s +48d11m10s,PGC 56469,,MCG +08-29-027,,.SB?...,,.70,.13,,.00,.06,155709.3+481110,"NOPA,PANedMedian,",0.2505936168136361,100.0,0.2505936168136361
15h57m20.9712s +47d09m59.292s,PGC 56476,,UGC 10109      U,,.SXR3..,,1.16,.05,145,.34,.05,155721.1+470960,"DEC_ADJ,OFFSET 1.447 arcsec,",0.7227198853729636,145.0,0.33034672400379794
15h58m40.2216s +48d40m56.748s,PGC 56544,,UGC 10118      U,,.L..-*.,,1.07,.07,100,.24,.03,155840.3+484056,"OFFSET 1.078 arcsec,",0.5874487774697649,100.0,0.33804148769599096
15h59m02.9s +51d18m16s,PGC 56570,,UGC 10123      U,IRAS15576+5126,.S..2..,,1.06,.06,57,.64,.05,155902.9+511816,,0.5740768107484414,57.0,0.1315133995947691
16h00m42.84s +48d33m28.728s,PGC 56656,,MCG +08-29-031,,.S?....,,.94,.11,,.05,.07,160042.8+483327,"NOPA,OFFSET 1.773 arcsec,PANedMedian,",0.43548179497804024,64.0,0.3881235583143458
16h01m58.4448s +47d05m46.644s,PGC 56755,,UGC 10145      U,,.E.....,,1.00,.19,0,.28,.08,160158.7+470547,"OFFSET 2.630 arcsec,",0.5,0.0,0.26240373012488627
16h02m16.3392s +49d12m11.484s,PGC 56778,,UGC 10150      U,,.SB.6*.,,1.00,.06,102,.31,.05,160216.4+491210,"OFFSET 1.599 arcsec,",0.5,102.0,0.24488940968422312
16h03m31.6248s +49d20m17.376s,PGC 56875,,UGC 10168      U,,RSX.0..,,1.16,.07,160,.09,.03,160331.7+492016,"OFFSET 1.560 arcsec,",0.7227198853729636,160.0,0.5874487774697646
16h06m03.9s +55d25m31s,PGC 57129,A 1605+55,UGC 10214      R,P   188,.SBS5P.,,1.56,.05,4,.64,.07,160603.9+552531 A,"HANDADJ PA Major Minor,",2.3595,77.0,0.5408
16h09m51.4s +49d09m59.9s,PGC 57334,,UGC 10245      U,,.S..4..,,1.04,.06,74,.71,.05,160951.4+490960,"DEC_ADJ,",0.5482390980715925,74.0,0.10689810447511162
16h11m04.0728s +52d27m01.188s,PGC 57404,,UGC 10261      U,,.L..-*.,,1.04,.18,170,.13,.08,161104.2+522660,"DEC_ADJ,OFFSET 1.735 arcsec,",0.5482390980715925,170.0,0.4064152580820497
16h11m40.6992s +52d27m24.012s,PGC 57437,NGC 6090,UGC 10267a+b,MK 0496,.L?....,,1.23,.10,,.37,.07,161140.6+522725 N,"NOPA,OFFSET 1.341 arcsec,NedNoPA,HANDADJ Major Minor,",1.5,0.0,1.5
16h12m18.7992s +49d23m53.448s,PGC 57471,,UGC 10278      U,IRAS16108+4931,.S..2..,,1.00,.06,170,.31,.05,161218.9+492352,"OFFSET 1.751 arcsec,",0.5,170.0,0.24488940968422312
16h13m15.4s +48d14m05s,PGC 57521,,UGC 10289      U,,.S..6*.,,1.04,.08,42,.88,.06,161315.4+481405,"HANDADJ Major Minor,",0.8220000000000001,42.0,0.10799999999999998
16h15m09.1704s +46d46m28.38s,PGC 57616,,MCG +08-30-001,IRAS16136+4653,.IB?...,,.99,.10,,.16,.07,161509.2+464630,"NOPA,OFFSET 1.648 arcsec,PANedMedian,",0.48861861047790534,24.0,0.3380414876959909
16h16m18.3456s +47d02m47.076s,PGC 57678,A 1614+47,UGC 10310      R,DDO 204,.SBS9..,13.58,1.45,.04,165,.10,.06,161618.3+470245 A,"OFFSET 2.128 arcsec,",1.4091914656322269,165.0,1.1193605692841697
16h16m45.0264s +52d01m00.444s,PGC 57695,A 1615+52,MCG +09-27-007,MK 0497,.S?....,,.82,.13,,.17,.07,161644.8+520047 A,"NOPA,OFFSET 13.605 arcsec,PANedMedian,",0.33034672400379794,53.0,0.22334179607548152
16h16m52s +53d00m21s,PGC 57707,IC 1211,UGC 10314      U,1ZW 139,.E.....,,1.01,.07,,.02,.06,161652.0+530021 I,"NOPA,PANedMedian,",0.511646496140377,44.0,0.4886186104779053
